"tier_list_id","book_id","tier_grade","sort_order"
"129","160","D","690"
"129","161","B","727"
"129","162","S","764"
"129","163","B","801"
"129","164","S","838"
"130","367","D","320"
"130","368","B","357"
"130","369","S","394"
"130","370","B","431"
"130","371","S","468"
"130","372","B","505"
"130","373","A","542"
"130","374","C","579"
"130","375","A","616"
"130","376","C","653"
"130","377","A","690"
"130","378","C","727"
"130","379","B","764"
"130","380","C","801"
"130","381","B","838"
"130","382","D","875"
"130","383","B","912"
"130","384","D","949"
"130","385","B","986"
"130","386","S","14"
"130","387","B","51"
"130","388","S","88"
"130","389","B","125"
"130","390","A","162"
"131","831","B","421"
"131","653","A","898"
"131","475","C","366"
"131","297","B","843"
"131","119","S","311"
"131","950","B","788"
"131","772","A","256"
"131","594","C","733"
"131","416","B","201"
"131","238","A","678"
"131","60","C","146"
"131","891","A","623"
"131","713","D","91"
"131","535","B","568"
"131","357","A","36"
"131","179","C","513"
"131","1","B","990"
"131","832","D","458"
"131","654","B","935"
"131","476","B","403"
"131","298","D","880"
"131","120","B","348"
"131","951","S","825"
"131","773","C","293"
"132","372","B","634"
"132","327","B","987"
"132","435","C","947"
"132","436","B","984"
"132","277","A","146"
"132","385","B","106"
"132","332","A","163"
"132","387","B","180"
"132","334","B","237"
"132","388","D","217"
"132","335","C","274"
"132","337","D","348"
"132","391","B","328"
"132","392","S","365"
"132","339","D","422"
"132","393","B","402"
"132","340","B","459"
"132","341","S","496"
"132","448","C","419"
"132","396","A","513"
"132","343","A","570"
"132","397","C","550"
"132","345","A","644"
"132","346","C","681"
"133","615","B","587"
"133","584","A","449"
"133","585","C","486"
"133","591","C","708"
"133","592","B","745"
"133","593","C","782"
"133","596","B","893"
"133","597","S","930"
"133","598","B","967"
"133","599","S","1004"
"133","600","B","32"
"133","602","C","106"
"133","605","A","217"
"133","606","C","254"
"133","607","B","291"
"133","608","C","328"
"133","609","B","365"
"133","610","D","402"
"133","611","B","439"
"133","613","B","513"
"134","1","S","846"
"134","2","B","883"
"134","3","A","920"
"134","4","C","957"
"134","5","A","994"
"134","6","C","22"
"134","7","A","59"
"135","1","C","932"
"135","2","A","969"
"135","3","C","1006"
"135","148","B","317"
"135","4","A","34"
"135","149","S","354"
"135","5","C","71"
"135","150","B","391"
"135","6","B","108"
"135","151","A","428"
"135","7","C","145"
"135","152","C","465"
"135","153","A","502"
"135","154","C","539"
"135","155","A","576"
"135","156","C","613"
"135","157","B","650"
"135","158","C","687"
"135","159","B","724"
"135","160","D","761"
"135","161","B","798"
"135","162","D","835"
"135","163","B","872"
"135","164","S","909"
"136","367","D","391"
"136","368","B","428"
"136","369","D","465"
"136","370","B","502"
"136","371","S","539"
"136","372","B","576"
"136","373","A","613"
"136","374","B","650"
"136","375","A","687"
"136","376","C","724"
"136","377","A","761"
"136","378","C","798"
"136","379","A","835"
"136","380","C","872"
"136","381","B","909"
"136","382","C","946"
"136","383","B","983"
"136","384","D","11"
"136","385","B","48"
"136","386","D","85"
"136","387","B","122"
"136","388","S","159"
"136","389","B","196"
"136","390","A","233"
"137","621","C","751"
"137","233","A","521"
"137","854","B","291"
"137","466","C","61"
"137","78","S","840"
"137","699","A","610"
"137","311","B","380"
"137","932","C","150"
"137","544","S","929"
"137","156","B","699"
"137","777","B","469"
"137","389","C","239"
"137","1","A","9"
"137","622","B","788"
"137","234","C","558"
"137","855","C","328"
"137","467","A","98"
"137","79","B","877"
"137","700","C","647"
"137","312","S","417"
"137","933","A","187"
"137","545","B","966"
"137","157","D","736"
"137","778","S","506"
"138","372","B","705"
"138","327","B","49"
"138","435","C","9"
"138","436","B","46"
"138","277","S","217"
"138","385","B","177"
"138","332","A","234"
"138","387","B","251"
"138","334","B","308"
"138","388","D","288"
"138","335","C","345"
"138","337","C","419"
"138","391","B","399"
"138","392","S","436"
"138","339","D","493"
"138","393","B","473"
"138","340","B","530"
"138","341","S","567"
"138","448","C","490"
"138","396","A","584"
"138","343","S","641"
"138","397","C","621"
"138","345","A","715"
"138","346","C","752"
"139","615","B","658"
"139","584","S","520"
"139","585","B","557"
"139","591","C","779"
"139","592","B","816"
"139","593","C","853"
"139","596","B","964"
"139","597","D","1001"
"139","598","B","29"
"139","599","S","66"
"139","600","B","103"
"139","602","B","177"
"139","605","A","288"
"139","606","C","325"
"139","607","A","362"
"139","608","C","399"
"139","609","B","436"
"139","610","C","473"
"139","611","B","510"
"139","613","B","584"
"140","1","S","917"
"140","2","B","954"
"140","3","A","991"
"140","4","B","19"
"140","5","A","56"
"140","6","C","93"
"140","7","A","130"
"141","236","C","574"
"141","237","B","611"
"141","238","D","648"
"141","239","B","685"
"141","240","S","722"
"141","241","B","759"
"141","242","S","796"
"141","243","B","833"
"141","244","A","870"
"141","245","C","907"
"141","246","A","944"
"141","247","C","981"
"141","248","A","9"
"141","249","C","46"
"141","250","B","83"
"141","251","C","120"
"141","252","B","157"
"141","253","C","194"
"141","254","B","231"
"141","255","D","268"
"141","256","B","305"
"141","257","S","342"
"141","258","B","379"
"141","259","S","416"
"142","367","C","462"
"142","368","B","499"
"142","369","D","536"
"142","370","B","573"
"142","371","S","610"
"142","372","B","647"
"142","373","S","684"
"142","374","B","721"
"142","375","A","758"
"142","376","C","795"
"142","377","A","832"
"142","378","C","869"
"142","379","A","906"
"142","380","C","943"
"142","381","B","980"
"142","382","C","8"
"142","383","B","45"
"142","384","D","82"
"142","385","B","119"
"142","386","D","156"
"142","387","B","193"
"142","388","S","230"
"142","389","B","267"
"142","390","S","304"
"143","621","C","822"
"143","233","A","592"
"143","854","A","362"
"143","466","C","132"
"143","78","S","911"
"143","699","A","681"
"143","311","B","451"
"143","932","B","221"
"143","544","D","1000"
"143","156","B","770"
"143","777","B","540"
"143","389","C","310"
"143","1","A","80"
"143","622","B","859"
"143","234","C","629"
"143","855","C","399"
"143","467","A","169"
"143","79","B","948"
"143","700","C","718"
"143","312","S","488"
"143","933","A","258"
"143","545","B","28"
"143","157","C","807"
"143","778","S","577"
"144","372","B","776"
"144","327","B","120"
"144","435","C","80"
"144","436","B","117"
"144","277","S","288"
"144","385","B","248"
"144","332","A","305"
"144","387","B","322"
"144","334","A","379"
"144","388","C","359"
"144","335","C","416"
"144","337","C","490"
"144","391","B","470"
"144","392","S","507"
"144","339","D","564"
"144","393","B","544"
"144","340","B","601"
"144","341","D","638"
"144","448","C","561"
"144","396","A","655"
"144","343","S","712"
"144","397","C","692"
"144","345","A","786"
"144","346","B","823"
"145","615","B","729"
"145","584","S","591"
"145","585","B","628"
"145","591","C","850"
"145","592","B","887"
"145","593","C","924"
"145","596","B","26"
"145","597","D","63"
"145","598","B","100"
"145","599","S","137"
"145","600","B","174"
"145","602","B","248"
"145","605","A","359"
"145","606","C","396"
"145","607","A","433"
"145","608","C","470"
"145","609","B","507"
"145","610","C","544"
"145","611","B","581"
"145","613","B","655"
"146","1","S","988"
"146","2","B","16"
"146","3","S","53"
"146","4","B","90"
"146","5","A","127"
"146","6","C","164"
"146","7","A","201"
"147","236","C","645"
"147","237","B","682"
"147","238","D","719"
"147","239","B","756"
"147","240","D","793"
"147","241","B","830"
"147","242","S","867"
"147","243","B","904"
"147","244","S","941"
"147","245","B","978"
"147","246","A","6"
"147","247","C","43"
"147","248","A","80"
"147","249","C","117"
"147","250","A","154"
"147","251","C","191"
"147","252","B","228"
"147","253","C","265"
"147","254","B","302"
"147","255","D","339"
"147","256","B","376"
"147","257","D","413"
"147","258","B","450"
"147","259","S","487"
"148","367","C","533"
"148","368","B","570"
"148","369","D","607"
"148","370","B","644"
"148","371","D","681"
"148","372","B","718"
"148","373","S","755"
"148","374","B","792"
"148","375","A","829"
"148","376","B","866"
"148","377","A","903"
"148","378","C","940"
"148","379","A","977"
"148","380","C","5"
"148","381","A","42"
"148","382","C","79"
"148","383","B","116"
"148","384","C","153"
"148","385","B","190"
"148","386","D","227"
"148","387","B","264"
"148","388","D","301"
"148","389","B","338"
"148","390","S","375"
"149","621","C","893"
"149","233","A","663"
"149","854","A","433"
"149","466","B","203"
"149","78","D","982"
"149","699","A","752"
"149","311","B","522"
"149","932","B","292"
"149","544","D","62"
"149","156","B","841"
"149","777","B","611"
"149","389","C","381"
"149","1","A","151"
"149","622","B","930"
"149","234","C","700"
"149","855","C","470"
"149","467","A","240"
"149","79","B","10"
"149","700","B","789"
"149","312","S","559"
"149","933","A","329"
"149","545","B","99"
"149","157","C","878"
"149","778","D","648"
"150","372","B","847"
"150","327","B","191"
"150","435","C","151"
"150","436","B","188"
"150","277","S","359"
"150","385","A","319"
"150","332","A","376"
"150","387","B","393"
"150","334","A","450"
"150","388","C","430"
"150","335","C","487"
"150","337","C","561"
"150","391","B","541"
"150","392","D","578"
"150","339","C","635"
"150","393","B","615"
"150","340","B","672"
"150","341","D","709"
"150","448","C","632"
"150","396","A","726"
"150","343","S","783"
"150","397","B","763"
"150","345","S","857"
"150","346","B","894"
"151","615","B","800"
"151","584","S","662"
"151","585","B","699"
"151","591","C","921"
"151","592","A","958"
"151","593","C","995"
"151","596","B","97"
"151","597","D","134"
"151","598","B","171"
"151","599","D","208"
"151","600","B","245"
"151","602","B","319"
"151","605","A","430"
"151","606","C","467"
"151","607","A","504"
"151","608","C","541"
"151","609","A","578"
"151","610","C","615"
"151","611","B","652"
"151","613","B","726"
"152","1","D","50"
"152","2","B","87"
"152","3","S","124"
"152","4","B","161"
"152","5","A","198"
"152","6","B","235"
"152","7","A","272"
"153","236","C","716"
"153","237","B","753"
"153","238","C","790"
"153","239","B","827"
"153","240","D","864"
"153","241","B","901"
"153","242","S","938"
"153","243","B","975"
"153","244","S","3"
"153","245","B","40"
"153","246","A","77"
"153","247","C","114"
"153","248","A","151"
"153","249","C","188"
"153","250","A","225"
"153","251","C","262"
"153","252","B","299"
"153","253","C","336"
"153","254","B","373"
"153","255","C","410"
"153","256","B","447"
"153","257","D","484"
"153","258","B","521"
"153","259","S","558"
"154","367","C","604"
"154","368","B","641"
"154","369","C","678"
"154","370","B","715"
"154","371","D","752"
"154","372","B","789"
"154","373","S","826"
"154","374","B","863"
"154","375","S","900"
"154","376","B","937"
"154","377","A","974"
"154","378","C","2"
"154","379","A","39"
"154","380","C","76"
"154","381","A","113"
"154","382","C","150"
"154","383","B","187"
"154","384","C","224"
"154","385","B","261"
"154","386","D","298"
"154","387","B","335"
"154","388","D","372"
"154","389","B","409"
"154","390","S","446"
"155","621","C","964"
"155","233","A","734"
"155","854","A","504"
"155","466","B","274"
"155","78","D","44"
"155","699","S","823"
"155","311","B","593"
"155","932","B","363"
"155","544","D","133"
"155","156","A","912"
"155","777","B","682"
"155","389","C","452"
"155","1","A","222"
"155","622","A","1001"
"155","234","B","771"
"155","855","C","541"
"155","467","A","311"
"155","79","B","81"
"155","700","B","860"
"155","312","D","630"
"155","933","A","400"
"155","545","B","170"
"155","157","C","949"
"155","778","D","719"
"156","831","B","705"
"156","653","D","173"
"156","475","C","650"
"156","297","B","118"
"156","119","D","595"
"156","950","B","63"
"156","772","S","540"
"156","594","C","8"
"156","416","B","485"
"156","238","S","962"
"156","60","C","430"
"156","891","A","907"
"156","713","C","375"
"156","535","B","852"
"156","357","A","320"
"156","179","C","797"
"156","1","B","265"
"156","832","C","742"
"156","654","B","210"
"156","476","A","687"
"156","298","C","155"
"156","120","B","632"
"156","951","D","100"
"156","773","B","577"
"157","615","B","871"
"157","584","S","733"
"157","585","B","770"
"157","591","C","992"
"157","592","A","20"
"157","593","C","57"
"157","596","B","168"
"157","597","C","205"
"157","598","B","242"
"157","599","D","279"
"157","600","B","316"
"157","602","B","390"
"157","605","A","501"
"157","606","C","538"
"157","607","A","575"
"157","608","C","612"
"157","609","A","649"
"157","610","C","686"
"157","611","B","723"
"157","613","B","797"
"158","1","D","121"
"158","2","B","158"
"158","3","S","195"
"158","4","B","232"
"158","5","S","269"
"158","6","B","306"
"158","7","A","343"
"159","236","C","787"
"159","237","B","824"
"159","238","C","861"
"159","239","B","898"
"159","240","D","935"
"159","241","B","972"
"159","242","D","0"
"159","243","B","37"
"159","244","S","74"
"159","245","B","111"
"159","246","S","148"
"159","247","B","185"
"159","248","A","222"
"159","249","C","259"
"159","250","A","296"
"159","251","C","333"
"159","252","A","370"
"159","253","C","407"
"159","254","B","444"
"159","255","C","481"
"159","256","B","518"
"159","257","D","555"
"159","258","B","592"
"159","259","D","629"
"160","1","B","207"
"160","2","S","244"
"160","3","B","281"
"160","148","B","601"
"160","4","A","318"
"160","149","D","638"
"160","5","C","355"
"160","150","B","675"
"160","6","A","392"
"160","151","S","712"
"160","7","C","429"
"160","152","B","749"
"160","153","S","786"
"160","154","B","823"
"160","155","A","860"
"160","156","C","897"
"160","157","A","934"
"160","158","C","971"
"160","159","A","1008"
"160","160","C","36"
"160","161","B","73"
"160","162","C","110"
"160","163","B","147"
"160","164","D","184"
"161","621","C","26"
"161","233","S","805"
"161","854","A","575"
"161","466","B","345"
"161","78","D","115"
"161","699","S","894"
"161","311","B","664"
"161","932","B","434"
"161","544","D","204"
"161","156","A","983"
"161","777","B","753"
"161","389","C","523"
"161","1","A","293"
"161","622","A","63"
"161","234","B","842"
"161","855","C","612"
"161","467","S","382"
"161","79","B","152"
"161","700","B","931"
"161","312","D","701"
"161","933","S","471"
"161","545","B","241"
"161","157","C","11"
"161","778","D","790"
"162","831","B","776"
"162","653","D","244"
"162","475","B","721"
"162","297","A","189"
"162","119","D","666"
"162","950","B","134"
"162","772","S","611"
"162","594","C","79"
"162","416","B","556"
"162","238","S","24"
"162","60","C","501"
"162","891","A","978"
"162","713","C","446"
"162","535","B","923"
"162","357","S","391"
"162","179","C","868"
"162","1","B","336"
"162","832","C","813"
"162","654","B","281"
"162","476","A","758"
"162","298","C","226"
"162","120","B","703"
"162","951","D","171"
"162","773","B","648"
"163","615","B","942"
"163","584","D","804"
"163","585","B","841"
"163","591","C","54"
"163","592","A","91"
"163","593","C","128"
"163","596","B","239"
"163","597","C","276"
"163","598","B","313"
"163","599","D","350"
"163","600","B","387"
"163","602","B","461"
"163","605","A","572"
"163","606","B","609"
"163","607","A","646"
"163","608","C","683"
"163","609","A","720"
"163","610","C","757"
"163","611","A","794"
"163","613","B","868"
"164","236","C","858"
"164","237","A","895"
"164","238","C","932"
"164","239","B","969"
"164","240","C","1006"
"164","241","B","34"
"164","242","D","71"
"164","243","B","108"
"164","244","S","145"
"164","245","B","182"
"164","246","S","219"
"164","247","B","256"
"164","248","A","293"
"164","249","C","330"
"164","250","A","367"
"164","251","C","404"
"164","252","A","441"
"164","253","C","478"
"164","254","B","515"
"164","255","C","552"
"164","256","B","589"
"164","257","C","626"
"164","258","B","663"
"164","259","D","700"
"165","1","B","278"
"165","2","S","315"
"165","3","B","352"
"165","148","B","672"
"165","4","S","389"
"165","149","D","709"
"165","5","B","426"
"165","150","B","746"
"165","6","A","463"
"165","151","S","783"
"165","7","C","500"
"165","152","B","820"
"165","153","S","857"
"165","154","B","894"
"165","155","A","931"
"165","156","C","968"
"165","157","A","1005"
"165","158","C","33"
"165","159","A","70"
"165","160","C","107"
"165","161","B","144"
"165","162","C","181"
"165","163","B","218"
"165","164","C","255"
"166","621","C","97"
"166","233","S","876"
"166","854","A","646"
"166","466","B","416"
"166","78","C","186"
"166","699","S","965"
"166","311","B","735"
"166","932","B","505"
"166","544","C","275"
"166","156","A","45"
"166","777","B","824"
"166","389","C","594"
"166","1","S","364"
"166","622","A","134"
"166","234","B","913"
"166","855","C","683"
"166","467","S","453"
"166","79","B","223"
"166","700","B","1002"
"166","312","D","772"
"166","933","S","542"
"166","545","B","312"
"166","157","C","82"
"166","778","C","861"
"167","831","A","847"
"167","653","D","315"
"167","475","B","792"
"167","297","A","260"
"167","119","D","737"
"167","950","B","205"
"167","772","S","682"
"167","594","C","150"
"167","416","B","627"
"167","238","D","95"
"167","60","B","572"
"167","891","S","40"
"167","713","C","517"
"167","535","B","994"
"167","357","S","462"
"167","179","C","939"
"167","1","B","407"
"167","832","C","884"
"167","654","B","352"
"167","476","A","829"
"167","298","C","297"
"167","120","B","774"
"167","951","C","242"
"167","773","B","719"
"168","615","B","4"
"168","584","D","875"
"168","585","B","912"
"168","591","C","125"
"168","592","A","162"
"168","593","C","199"
"168","596","B","310"
"168","597","C","347"
"168","598","B","384"
"168","599","C","421"
"168","600","B","458"
"168","602","B","532"
"168","605","S","643"
"168","606","B","680"
"168","607","A","717"
"168","608","C","754"
"168","609","A","791"
"168","610","C","828"
"168","611","A","865"
"168","613","B","939"
"169","236","C","929"
"169","237","A","966"
"169","238","C","1003"
"169","239","B","31"
"169","240","C","68"
"169","241","B","105"
"169","242","D","142"
"169","243","B","179"
"169","244","D","216"
"169","245","B","253"
"169","246","S","290"
"169","247","B","327"
"169","248","S","364"
"169","249","B","401"
"169","250","A","438"
"169","251","C","475"
"169","252","A","512"
"169","253","C","549"
"169","254","A","586"
"169","255","C","623"
"169","256","B","660"
"169","257","C","697"
"169","258","B","734"
"169","259","D","771"
"170","1","B","349"
"170","2","S","386"
"170","3","B","423"
"170","148","B","743"
"170","4","S","460"
"170","149","D","780"
"170","5","B","497"
"170","150","B","817"
"170","6","A","534"
"170","151","D","854"
"170","7","C","571"
"170","152","B","891"
"170","153","S","928"
"170","154","B","965"
"170","155","S","1002"
"170","156","B","30"
"170","157","A","67"
"170","158","C","104"
"170","159","A","141"
"170","160","C","178"
"170","161","A","215"
"170","162","C","252"
"170","163","B","289"
"170","164","C","326"
"171","621","C","168"
"171","233","S","947"
"171","854","A","717"
"171","466","B","487"
"171","78","C","257"
"171","699","D","27"
"171","311","B","806"
"171","932","B","576"
"171","544","C","346"
"171","156","A","116"
"171","777","B","895"
"171","389","C","665"
"171","1","S","435"
"171","622","A","205"
"171","234","B","984"
"171","855","C","754"
"171","467","S","524"
"171","79","B","294"
"171","700","B","64"
"171","312","C","843"
"171","933","S","613"
"171","545","B","383"
"171","157","C","153"
"171","778","C","932"
"172","831","A","918"
"172","653","D","386"
"172","475","B","863"
"172","297","A","331"
"172","119","C","808"
"172","950","B","276"
"172","772","D","753"
"172","594","B","221"
"172","416","A","698"
"172","238","D","166"
"172","60","B","643"
"172","891","S","111"
"172","713","C","588"
"172","535","B","56"
"172","357","S","533"
"172","179","C","1"
"172","1","B","478"
"172","832","C","955"
"172","654","B","423"
"172","476","S","900"
"172","298","C","368"
"172","120","B","845"
"172","951","C","313"
"172","773","B","790"
"173","372","A","122"
"173","327","B","475"
"173","435","C","435"
"173","436","A","472"
"173","277","D","643"
"173","385","A","603"
"173","332","S","660"
"173","387","A","677"
"173","334","A","734"
"173","388","C","714"
"173","335","C","771"
"173","337","C","845"
"173","391","B","825"
"173","392","C","862"
"173","339","C","919"
"173","393","B","899"
"173","340","B","956"
"173","341","C","993"
"173","448","B","916"
"173","396","D","1"
"173","343","C","58"
"173","397","B","38"
"173","345","D","132"
"173","346","B","169"
"174","236","C","1000"
"174","237","A","28"
"174","238","C","65"
"174","239","A","102"
"174","240","C","139"
"174","241","B","176"
"174","242","C","213"
"174","243","B","250"
"174","244","D","287"
"174","245","B","324"
"174","246","S","361"
"174","247","B","398"
"174","248","S","435"
"174","249","B","472"
"174","250","A","509"
"174","251","C","546"
"174","252","A","583"
"174","253","C","620"
"174","254","A","657"
"174","255","C","694"
"174","256","B","731"
"174","257","C","768"
"174","258","B","805"
"174","259","C","842"
"175","1","B","420"
"175","2","D","457"
"175","3","B","494"
"175","148","B","814"
"175","4","S","531"
"175","149","C","851"
"175","5","B","568"
"175","150","B","888"
"175","6","S","605"
"175","151","D","925"
"175","7","B","642"
"175","152","B","962"
"175","153","S","999"
"175","154","B","27"
"175","155","S","64"
"175","156","B","101"
"175","157","A","138"
"175","158","C","175"
"175","159","A","212"
"175","160","C","249"
"175","161","A","286"
"175","162","C","323"
"175","163","B","360"
"175","164","C","397"
"176","367","C","888"
"176","368","A","925"
"176","369","C","962"
"176","370","B","999"
"176","371","C","27"
"176","372","B","64"
"176","373","C","101"
"176","374","B","138"
"176","375","D","175"
"176","376","B","212"
"176","377","S","249"
"176","378","B","286"
"176","379","S","323"
"176","380","B","360"
"176","381","A","397"
"176","382","C","434"
"176","383","A","471"
"176","384","C","508"
"176","385","A","545"
"176","386","C","582"
"176","387","B","619"
"176","388","C","656"
"176","389","B","693"
"176","390","D","730"
"177","831","A","989"
"177","653","C","457"
"177","475","B","934"
"177","297","A","402"
"177","119","C","879"
"177","950","A","347"
"177","772","D","824"
"177","594","B","292"
"177","416","A","769"
"177","238","D","237"
"177","60","B","714"
"177","891","S","182"
"177","713","C","659"
"177","535","B","127"
"177","357","D","604"
"177","179","C","72"
"177","1","B","549"
"177","832","C","17"
"177","654","B","494"
"177","476","S","971"
"177","298","C","439"
"177","120","B","916"
"177","951","C","384"
"177","773","B","861"
"178","372","A","193"
"178","327","B","546"
"178","435","B","506"
"178","436","A","543"
"178","277","C","714"
"178","385","A","674"
"178","332","S","731"
"178","387","A","748"
"178","334","S","805"
"178","388","C","785"
"178","335","B","842"
"178","337","C","916"
"178","391","B","896"
"178","392","C","933"
"178","339","C","990"
"178","393","B","970"
"178","340","A","18"
"178","341","C","55"
"178","448","B","987"
"178","396","D","72"
"178","343","C","129"
"178","397","B","109"
"178","345","D","203"
"178","346","B","240"
"179","1","C","405"
"179","2","B","442"
"179","3","C","479"
"179","4","B","516"
"179","5","D","553"
"179","6","B","590"
"179","7","S","627"
"180","1","B","491"
"180","2","D","528"
"180","3","B","565"
"180","148","B","885"
"180","4","S","602"
"180","149","C","922"
"180","5","B","639"
"180","150","B","959"
"180","6","S","676"
"180","151","D","996"
"180","7","B","713"
"180","152","B","24"
"180","153","D","61"
"180","154","B","98"
"180","155","S","135"
"180","156","B","172"
"180","157","S","209"
"180","158","B","246"
"180","159","A","283"
"180","160","C","320"
"180","161","A","357"
"180","162","C","394"
"180","163","A","431"
"180","164","C","468"
"181","367","C","959"
"181","368","A","996"
"181","369","C","24"
"181","370","A","61"
"181","371","C","98"
"181","372","B","135"
"181","373","C","172"
"181","374","B","209"
"181","375","D","246"
"181","376","B","283"
"181","377","D","320"
"181","378","B","357"
"181","379","S","394"
"181","380","B","431"
"181","381","A","468"
"181","382","B","505"
"181","383","A","542"
"181","384","C","579"
"181","385","A","616"
"181","386","C","653"
"181","387","A","690"
"181","388","C","727"
"181","389","B","764"
"181","390","C","801"
"182","831","A","51"
"182","653","C","528"
"182","475","B","1005"
"182","297","A","473"
"182","119","C","950"
"182","950","A","418"
"182","772","D","895"
"182","594","B","363"
"182","416","A","840"
"182","238","C","308"
"182","60","B","785"
"182","891","D","253"
"182","713","B","730"
"182","535","B","198"
"182","357","D","675"
"182","179","B","143"
"182","1","A","620"
"182","832","C","88"
"182","654","B","565"
"182","476","S","33"
"182","298","C","510"
"182","120","B","987"
"182","951","C","455"
"182","773","B","932"
"183","372","A","264"
"183","327","B","617"
"183","435","B","577"
"183","436","A","614"
"183","277","C","785"
"183","385","S","745"
"183","332","S","802"
"183","387","A","819"
"183","334","S","876"
"183","388","C","856"
"183","335","B","913"
"183","337","C","987"
"183","391","A","967"
"183","392","C","1004"
"183","339","C","52"
"183","393","B","32"
"183","340","A","89"
"183","341","C","126"
"183","448","B","49"
"183","396","D","143"
"183","343","C","200"
"183","397","B","180"
"183","345","C","274"
"183","346","B","311"
"184","1","C","476"
"184","2","B","513"
"184","3","C","550"
"184","4","B","587"
"184","5","D","624"
"184","6","B","661"
"184","7","D","698"
"185","1","B","562"
"185","2","D","599"
"185","3","B","636"
"185","148","A","956"
"185","4","D","673"
"185","149","C","993"
"185","5","B","710"
"185","150","B","21"
"185","6","S","747"
"185","151","C","58"
"185","7","B","784"
"185","152","B","95"
"185","153","D","132"
"185","154","B","169"
"185","155","S","206"
"185","156","B","243"
"185","157","S","280"
"185","158","B","317"
"185","159","A","354"
"185","160","C","391"
"185","161","A","428"
"185","162","C","465"
"185","163","A","502"
"185","164","C","539"
"186","367","C","21"
"186","368","A","58"
"186","369","C","95"
"186","370","A","132"
"186","371","C","169"
"186","372","B","206"
"186","373","C","243"
"186","374","B","280"
"186","375","C","317"
"186","376","B","354"
"186","377","D","391"
"186","378","B","428"
"186","379","S","465"
"186","380","B","502"
"186","381","S","539"
"186","382","B","576"
"186","383","A","613"
"186","384","C","650"
"186","385","A","687"
"186","386","C","724"
"186","387","A","761"
"186","388","C","798"
"186","389","B","835"
"186","390","C","872"
"187","831","A","122"
"187","653","C","599"
"187","475","B","67"
"187","297","A","544"
"187","119","C","12"
"187","950","A","489"
"187","772","C","966"
"187","594","B","434"
"187","416","A","911"
"187","238","C","379"
"187","60","B","856"
"187","891","D","324"
"187","713","B","801"
"187","535","A","269"
"187","357","D","746"
"187","179","B","214"
"187","1","A","691"
"187","832","C","159"
"187","654","B","636"
"187","476","S","104"
"187","298","C","581"
"187","120","B","49"
"187","951","C","526"
"187","773","B","1003"
"188","372","A","335"
"188","327","B","688"
"188","435","B","648"
"188","436","S","685"
"188","277","C","856"
"188","385","S","816"
"188","332","D","873"
"188","387","A","890"
"188","334","S","947"
"188","388","C","927"
"188","335","B","984"
"188","337","B","49"
"188","391","A","29"
"188","392","C","66"
"188","339","C","123"
"188","393","B","103"
"188","340","A","160"
"188","341","C","197"
"188","448","B","120"
"188","396","C","214"
"188","343","C","271"
"188","397","B","251"
"188","345","C","345"
"188","346","B","382"
"189","615","A","288"
"189","584","C","150"
"189","585","B","187"
"189","591","B","409"
"189","592","S","446"
"189","593","B","483"
"189","596","A","594"
"189","597","C","631"
"189","598","A","668"
"189","599","C","705"
"189","600","B","742"
"189","602","B","816"
"189","605","D","927"
"189","606","B","964"
"189","607","S","1001"
"189","608","B","29"
"189","609","S","66"
"189","610","B","103"
"189","611","A","140"
"189","613","A","214"
"190","1","C","547"
"190","2","B","584"
"190","3","C","621"
"190","4","B","658"
"190","5","C","695"
"190","6","B","732"
"190","7","D","769"
"191","1","B","633"
"191","2","C","670"
"191","3","B","707"
"191","148","A","18"
"191","4","D","744"
"191","149","C","55"
"191","5","B","781"
"191","150","B","92"
"191","6","S","818"
"191","151","C","129"
"191","7","B","855"
"191","152","B","166"
"191","153","D","203"
"191","154","B","240"
"191","155","D","277"
"191","156","B","314"
"191","157","S","351"
"191","158","B","388"
"191","159","S","425"
"191","160","B","462"
"191","161","A","499"
"191","162","C","536"
"191","163","A","573"
"191","164","C","610"
"192","367","B","92"
"192","368","A","129"
"192","369","C","166"
"192","370","A","203"
"192","371","C","240"
"192","372","A","277"
"192","373","C","314"
"192","374","B","351"
"192","375","C","388"
"192","376","B","425"
"192","377","D","462"
"192","378","B","499"
"192","379","D","536"
"192","380","B","573"
"192","381","S","610"
"192","382","B","647"
"192","383","A","684"
"192","384","B","721"
"192","385","A","758"
"192","386","C","795"
"192","387","A","832"
"192","388","C","869"
"192","389","A","906"
"192","390","C","943"
"193","621","B","452"
"193","233","C","222"
"193","854","S","1001"
"193","466","B","771"
"193","78","C","541"
"193","699","C","311"
"193","311","A","81"
"193","932","B","860"
"193","544","C","630"
"193","156","S","400"
"193","777","A","170"
"193","389","B","949"
"193","1","D","719"
"193","622","S","489"
"193","234","B","259"
"193","855","B","29"
"193","467","D","808"
"193","79","A","578"
"193","700","B","348"
"193","312","C","118"
"193","933","C","897"
"193","545","A","667"
"193","157","B","437"
"193","778","C","207"
"194","372","A","406"
"194","327","A","759"
"194","435","B","719"
"194","436","S","756"
"194","277","C","927"
"194","385","S","887"
"194","332","D","944"
"194","387","S","961"
"194","334","S","9"
"194","388","B","998"
"194","335","B","46"
"194","337","B","120"
"194","391","A","100"
"194","392","C","137"
"194","339","C","194"
"194","393","A","174"
"194","340","A","231"
"194","341","C","268"
"194","448","B","191"
"194","396","C","285"
"194","343","C","342"
"194","397","B","322"
